G:004F CY:0050 J:8CC3 8CC3 8CC3 8105 M:3380 3380 3380 3380 G:00 00 01
F:0299 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:004F CY:0050 J:1BBF 1BE7 1BE9 1CBD M:1977 199F 1A13 1A5F G:00 00 00
F:02AF PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0057 CY:0058 J:19A2 19C8 1B69 1B69 M:9DE3 3380 3380 17DD G:00 00 03
F:02B0 PC:0018F6 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0057 CY:0058 J:8C14 8C14 8C14 8105 M:3380 17DD 3380 3380 G:00 00 01
F:02B1 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0057 CY:0058 J:1C38 1CF7 1E7F 1E7F M:1CF7 1D1F 1DBB 1E2F G:00 00 00
F:02B2 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0058 CY:0059 J:8105 9803 984E 9874 M:1E2F 3300 3300 9088 G:00 00 03
F:02B3 PC:0097B1 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0058 CY:0059 J:8105 8A4C 8B86 8105 M:9088 3300 8A7D 3300 G:00 00 01
F:02B4 PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0058 CY:0059 J:99AC 9B80 9DB6 9DB6 M:3300 3300 9C0F 9DB6 G:00 00 00
F:02B5 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0059 CY:005A J:9DB6 8105 1814 1A13 M:1419 3380 18B3 1903 G:00 00 03
F:02B6 PC:0018BE P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0059 CY:005A J:8B69 8B69 8B69 8105 M:18B3 1903 3380 3380 G:00 00 01
F:02B7 PC:008033 P:F4 V:00 80 00 80 YX:FDFF WP:008125 CG:0059 CY:005A J:1AD7 1BE7 1C5B 1D1C M:199F 199F 1D1F 1E2F G:00 00 00
F:02B8 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:005A CY:005B J:9874 990B 990B 99ED M:1E2F 3300 3300 984E G:00 00 03
F:02B9 PC:0098F6 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:005A CY:005B J:880F 880F 880F 8105 M:3300 984E 3300 3300 G:00 00 01
F:02BA PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:005A CY:005B J:9C5D 9D93 9D93 9DBB M:984E 3300 3300 3300 G:00 00 00
F:02BB PC:008398 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:005B CY:005C J:197C 19ED 1A13 1E2F M:3380 1746 184E 1A18 G:00 00 03
F:02BC PC:001776 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:005B CY:005C J:8B69 8B69 8B69 8105 M:1A18 3380 1A31 3380 G:00 00 01
F:02BD PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:005B CY:005C J:1A5F 1AD7 1B20 1B48 M:1A13 1AD7 1B23 1B50 G:00 00 00
F:02BE PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:005C CY:005D J:9A69 9A69 9A8E 9E7F M:9986 9A1D 9AB4 9B25 G:00 00 03
F:02BF PC:0097B1 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:005C CY:005D J:9C05 8A4C 8B86 8105 M:9B25 3300 8A7D 3300 G:00 00 01
F:02C0 PC:008033 P:F4 V:80 00 80 00 YX:FDFF WP:008125 CG:005C CY:005D J:9A8E 9C02 9DD6 9E7F M:9A1D 9AB4 9B25 9D1F G:00 00 00
F:02C1 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:005D CY:005E J:184E 18BF 190B 19ED M:3380 17B7 1B69 1B69 G:00 00 03
F:02C2 PC:0018F6 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:005D CY:005E J:8C14 8C14 8C14 8105 M:1B69 1B69 3380 3380 G:00 00 01
F:02C3 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:005D CY:005E J:1CF7 1D1F 1D47 1E57 M:19DC 1ABE 1B0A 1C12 G:00 00 00
F:02C4 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:005E CY:005F J:1E57 8105 984E 989A M:3300 3300 9746 9C56 G:00 00 03
F:02C5 PC:0097F9 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:005E CY:005F J:984E 989A 8105 8105 M:9746 9C56 3300 3300 G:00 00 01
F:02C6 PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:005E CY:005F J:9AAF 9AAF 9B23 9CA8 M:3300 99E8 9B70 9DBB G:00 00 00
F:02C7 PC:0083A9 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:005F CY:0060 J:19B6 19B6 19B6 19B6 M:9B70 9DBB 3380 3380 G:00 00 03
F:02C8 PC:001776 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:005F CY:0060 J:8B69 8B69 8B69 8105 M:3380 3380 3380 3380 G:00 00 01
F:02C9 PC:008033 P:F4 V:00 80 00 80 YX:FDFF WP:008125 CG:005F CY:0060 J:1A5F 1A84 1AAF 1B20 M:3380 3380 3380 1B20 G:00 00 00
F:02CA PC:008398 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0060 CY:0061 J:99EB 9A5F 9A84 9BE7 M:9BC1 9BE9 9C88 9CFE G:00 00 03
F:02CB PC:00961E P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0060 CY:0061 J:880F 880F 880F 8105 M:9C88 9CFE 3300 3300 G:00 00 01
F:02CC PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0060 CY:0061 J:9864 9867 98D8 999F M:9CFE 3300 3300 3300 G:00 00 00
F:02CD PC:008385 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0061 CY:0062 J:1A13 1A13 1A3B 1C8A M:1B25 1BC4 1BEC 1C62 G:00 00 03
F:02CE PC:0015C3 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0061 CY:0062 J:88AB 88AB 88AB 8105 M:1BEC 1C62 3380 3380 G:00 00 01
F:02CF PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0061 CY:0062 J:8D41 8D41 8D41 8D41 M:1C62 3380 3380 3380 G:00 00 00
F:02D0 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0062 CY:0063 J:9A5F 9A5F 9A87 9D59 M:3300 9A3B 9A87 9AFB G:00 00 03
F:02D1 PC:009951 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0062 CY:0063 J:9A87 9D59 8105 8105 M:9A87 9AFB 3300 3300 G:00 00 01
F:02D2 PC:008033 P:F4 V:80 00 80 00 YX:FDFF WP:008125 CG:0062 CY:0063 J:9D1F 9D93 9DE3 9DE3 M:9AAF 9B23 9C0F 9DE3 G:00 00 00
F:02D3 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0063 CY:0064 J:1A8E 1B25 1C02 1C02 M:3380 1ACD 1ACD 3380 G:00 00 03
F:02D4 PC:0017B1 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0063 CY:0064 J:8B86 8B86 8B86 8105 M:3380 1C05 1C05 3380 G:00 00 01
F:02D5 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0063 CY:0064 J:1A8E 1B25 1C02 1E04 M:1C05 1C05 3380 3380 G:00 00 00
F:02D6 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0064 CY:0065 J:997C 99A2 99A2 99ED M:3380 3380 3300 3300 G:00 00 03
F:02D7 PC:0098F6 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0064 CY:0065 J:880F 880F 880F 8105 M:3300 3300 3300 3300 G:00 00 01
F:02D8 PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0064 CY:0065 J:9D47 9D47 9D47 9DE3 M:9CF7 9D44 9ECB 9F1B G:00 00 00
F:02D9 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0065 CY:0066 J:1803 184E 18E5 197C M:3380 1720 1746 1B69 G:00 00 03
F:02DA PC:0018F6 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0065 CY:0066 J:8C14 8C14 8C14 8105 M:1746 1B69 3380 3380 G:00 00 01
F:02DB PC:008033 P:F4 V:00 80 00 80 YX:FDFF WP:008125 CG:0065 CY:0066 J:1DE3 1DE3 1E57 1EF3 M:1990 19B6 1C12 1DBB G:00 00 00
F:02DC PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0066 CY:0067 J:9874 989A 9931 99ED M:990B 9A13 9B69 9B69 G:00 00 03
F:02DD PC:0098F6 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0066 CY:0067 J:880F 880F 880F 8105 M:9B69 9B69 3300 3300 G:00 00 01
F:02DE PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0066 CY:0067 J:9D47 9DE3 9E57 9EF3 M:9CF7 9D1F 9D47 9D93 G:00 00 00
F:02DF PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0067 CY:0068 J:17B7 189A 19ED 19ED M:3380 1746 1803 1931 G:00 00 03
F:02E0 PC:0018F6 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0067 CY:0068 J:8C14 8C14 8C14 8105 M:1803 1931 3380 3380 G:00 00 01
F:02E1 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0067 CY:0068 J:1DBB 1DE3 1E7F 1EF3 M:1CCF 1D1F 1D47 1D47 G:00 00 00
F:02E2 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0068 CY:0069 J:9746 976C 9791 9931 M:1D47 3300 3300 9746 G:00 00 03
F:02E3 PC:0098F6 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0068 CY:0069 J:880F 880F 880F 8105 M:3300 9746 3300 3300 G:00 00 01
F:02E4 PC:008033 P:F4 V:80 00 80 00 YX:FDFF WP:008125 CG:0068 CY:0069 J:9CF7 9CF7 9D93 9E57 M:9B2F 9CAB 9CAB 9D1F G:00 00 00
F:02E5 PC:008398 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0069 CY:006A J:8105 1874 197C 1A78 M:9D1F 3380 3380 1AAA G:00 00 03
F:02E6 PC:001402 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0069 CY:006A J:8B2C 8B2C 8B2C 8105 M:3380 1AAA 3380 3380 G:00 00 01
F:02E7 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0069 CY:006A J:15F4 17A3 183F 1995 M:16DF 17A3 17CB 17CB G:00 00 00
F:02E8 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:006A CY:006B J:8105 9823 98BA 992C M:17CB 3300 3300 910D G:00 00 03
F:02E9 PC:009833 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:006A CY:006B J:8907 8907 8BBD 8105 M:3300 910D 3300 3300 G:00 00 01
F:02EA PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:006A CY:006B J:994F 9A13 9A87 9B4B M:3300 9B73 9C5B 9C83 G:00 00 00
F:02EB PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:006B CY:006C J:8105 178C 18E0 1ACD M:9C5B 9C83 3380 3380 G:00 00 03
F:02EC PC:001833 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:006B CY:006C J:8CC3 8CC3 8CC3 8105 M:3380 3380 3380 3380 G:00 00 01
F:02ED PC:008033 P:F4 V:00 80 00 80 YX:FDFF WP:008125 CG:006B CY:006C J:1A38 1B48 1C99 1D75 M:3380 3380 3380 14B5 G:00 00 00
F:02EE PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:006C CY:006D J:98B3 9A87 9AAC 9B23 M:14B5 3300 3300 9A13 G:00 00 03
F:02EF PC:00979D P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:006C CY:006D J:880F 880F 880F 8105 M:3300 9A13 3300 3300 G:00 00 01
F:02F0 PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:006C CY:006D J:8105 0083 9858 9AB4 M:9A13 3300 3300 3300 G:00 00 00
F:02F1 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:006D CY:006E J:9AB4 8105 1720 18BF M:3300 3380 3380 17DD G:00 00 03
F:02F2 PC:0017F9 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:006D CY:006E J:8D18 8D18 8D18 8105 M:3380 17DD 3380 3380 G:00 00 01
F:02F3 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:006D CY:006E J:1B23 1B23 1B70 1E09 M:3380 3380 3380 1C3F G:00 00 00
F:02F4 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:006E CY:006F J:1E09 8105 9931 9956 M:3300 3300 97DD 9B69 G:00 00 03
F:02F5 PC:0098F6 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:006E CY:006F J:880F 880F 880F 8105 M:97DD 9B69 3300 3300 G:00 00 01
F:02F6 PC:008033 P:F4 V:80 00 80 00 YX:FDFF WP:008125 CG:006E CY:006F J:9D1C 9D1F 9E57 9EF3 M:9CF4 9D1F 9D44 9D47 G:00 00 00
F:02F7 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:006F CY:0070 J:8105 197C 19ED 1A13 M:3380 1803 1828 190B G:00 00 03
F:02F8 PC:0018F6 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:006F CY:0070 J:8C14 8C14 8C14 8105 M:1828 190B 3380 3380 G:00 00 01
F:02F9 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:006F CY:0070 J:1D1F 1D47 1DE3 1E57 M:190B 3380 3380 3380 G:00 00 00
F:02FA PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0070 CY:0071 J:8105 984E 99ED 9A13 M:3380 3380 3300 3300 G:00 00 03
F:02FB PC:0097F9 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0070 CY:0071 J:99ED 9A13 8105 8105 M:3300 3300 3300 3300 G:00 00 01
F:02FC PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0070 CY:0071 J:9C0C 9C0F 9C5B 9C80 M:9A84 9A87 9A87 9A87 G:00 00 00
F:02FD PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0071 CY:0072 J:17D8 18E0 192C 192C M:9A87 3380 3380 1767 G:00 00 03
F:02FE PC:001833 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0071 CY:0072 J:8CC3 8CC3 8CC3 8105 M:3380 1767 3380 3380 G:00 00 01
F:02FF PC:008033 P:F4 V:00 80 00 80 YX:FDFF WP:008125 CG:0071 CY:0072 J:19EB 1A3B 1B4B 1BBC M:3380 3380 1AD7 1B73 G:00 00 00
F:0300 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0072 CY:0073 J:9AD4 9AD4 9B23 9CD4 M:9867 99E8 99EB 9B23 G:00 00 03
F:0301 PC:0097B1 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0072 CY:0073 J:8105 8A4C 8B86 8105 M:9B23 3300 8A7D 3300 G:00 00 01
F:0302 PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0072 CY:0073 J:98A4 9ADA 9ADA 9CD4 M:3300 3300 9858 99F7 G:00 00 00
F:0303 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0073 CY:0074 J:9CD4 8105 1720 1791 M:99F7 3380 3380 1A13 G:00 00 03
F:0304 PC:0017F9 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0073 CY:0074 J:8D18 8D18 8D18 8105 M:3380 1245 1977 3380 G:00 00 01
F:0305 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0073 CY:0074 J:1B70 1C0C 1C0F 1C0F M:1C83 1C83 1CAB 1DBB G:00 00 00
F:0306 PC:0083A9 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0074 CY:0075 J:9684 96AA 97D8 9AB1 M:3300 3300 90C7 96D0 G:00 00 03
F:0307 PC:009776 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0074 CY:0075 J:88C8 8A31 8B69 8105 M:96D0 3300 8A31 3300 G:00 00 01
F:0308 PC:008033 P:F4 V:80 00 80 00 YX:FDFF WP:008125 CG:0074 CY:0075 J:99EB 99EB 9B23 9B73 M:3300 983F 9A13 9CB0 G:00 00 00
F:0309 PC:00836D P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0075 CY:0076 J:11B3 8105 11DC 1423 M:9CB0 3380 3380 1447 G:00 00 03
F:030A PC:001402 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0075 CY:0076 J:8B2C 8B2C 8B2C 8105 M:3380 1447 3380 3380 G:00 00 01
F:030B PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0075 CY:0076 J:17A3 17C8 1814 183C M:1447 3380 3380 3380 G:00 00 00
F:030C PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0076 CY:0077 J:8105 9684 9906 9ACD M:3380 3300 94B5 3300 G:00 00 03
F:030D PC:009833 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0076 CY:0077 J:8907 8907 8BBD 8105 M:94B5 3300 3300 3300 G:00 00 01
F:030E PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0076 CY:0077 J:9BE4 9D6B 9EAF 8005 M:3300 94B5 9903 9B4B G:00 00 00
F:030F PC:008398 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0077 CY:0078 J:1DC2 1DC2 1E5E 1E5E M:1BBC 1BE4 1C83 1CAE G:00 00 03
F:0310 PC:001402 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0077 CY:0078 J:8B2C 8B2C 8B2C 8105 M:1C83 1CAE 3380 3380 G:00 00 01
F:0311 PC:008033 P:F4 V:00 80 00 80 YX:FDFF WP:008125 CG:0077 CY:0078 J:8105 8105 155B 172C M:1643 166B 172F 1DD9 G:00 00 00
F:0312 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0078 CY:0079 J:155B 172C 8105 986F M:172F 1DD9 3300 3300 G:00 00 03
F:0313 PC:009833 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0078 CY:0079 J:8907 8907 8BBD 8105 M:3300 3300 3300 3300 G:00 00 01
F:0314 PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0078 CY:0079 J:9CB3 9D2E 9DD1 9E75 M:9B23 9B48 9B70 9B73 G:00 00 00
F:0315 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0079 CY:007A J:8105 186F 192C 1ACD M:9B70 9B73 3380 3380 G:00 00 03
F:0316 PC:001833 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:0079 CY:007A J:8CC3 8CC3 8CC3 8105 M:3380 3380 3380 3380 G:00 00 01
F:0317 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0079 CY:007A J:194F 1A13 1A38 1AD7 M:1B20 1BBF 1E34 1EE4 G:00 00 00
F:0318 PC:0083BA P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:007A CY:007B J:9A13 9A38 9A84 9AAC M:3300 3300 9864 98B3 G:00 00 03
F:0319 PC:009951 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:007A CY:007B J:9A84 9AAC 8105 8105 M:9864 98B3 3300 3300 G:00 00 01
F:031A PC:008033 P:F4 V:80 00 80 00 YX:FDFF WP:008125 CG:007A CY:007B J:9C83 9CA8 9CF7 9D90 M:9C83 9CAB 9DB8 9EF3 G:00 00 00
F:031B PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:007B CY:007C J:1A1D 1B00 1B4B 1F1E M:3380 3380 1A43 1C94 G:00 00 03
F:031C PC:001833 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:007B CY:007C J:8CC3 8CC3 8CC3 8105 M:1A43 1C94 3380 3380 G:00 00 01
F:031D PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:007B CY:007C J:1F41 1F41 1F41 1F41 M:3380 3380 1AD4 1CFC G:00 00 00
F:031E PC:008398 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:007C CY:007D J:9BBF 9BE4 9D47 9E7F M:9BE7 9CA8 9CF7 9D93 G:00 00 03
F:031F PC:0092C3 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:007C CY:007D J:88AB 88AB 88AB 8105 M:9D93 3300 9B69 3300 G:00 00 01
F:0320 PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:007C CY:007D J:966B 966B 9693 96DF M:3300 9B69 3300 3300 G:00 00 00
F:0321 PC:008398 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:007D CY:007E J:96DF 8105 1732 177D M:3300 3300 3380 3380 G:00 00 03
F:0322 PC:0016FB P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:007D CY:007E J:8D1A 8D1A 8D1A 8105 M:3380 3380 3380 3380 G:00 00 01
F:0323 PC:008033 P:F4 V:00 80 00 80 YX:FDFF WP:008125 CG:007D CY:007E J:8105 19A7 1D5E 1E96 M:3380 3380 1D5E 1E96 G:00 00 00
F:0324 PC:008398 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:007E CY:007F J:9A1D 9ADA 9BFB 9D42 M:99F7 9ADA 9BF8 9C4E G:00 00 03
F:0325 PC:0096FB P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:007E CY:007F J:9BFB 9D42 8105 8105 M:9C4E 3300 9CA1 3300 G:00 00 01
F:0326 PC:008033 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:007E CY:007F J:9BF6 9E1D 9EA5 9EFD M:3300 3300 9A3E 9EFD G:00 00 00
F:0327 PC:0083BA P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:007F CY:0080 J:8105 176C 184E 1A13 M:9A3E 9EFD 3380 3380 G:00 00 03
F:0328 PC:0018F6 P:34 V:00 80 00 80 YX:FDFF WP:008125 CG:007F CY:0080 J:8C14 8C14 8C14 8105 M:3380 3380 3380 3380 G:00 00 01
F:0329 PC:008033 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:007F CY:0080 J:1E2F 1EF3 1F1B 1F1B M:1A73 1BC6 1D93 1F1B G:00 00 00
F:032A PC:008385 P:B4 V:80 00 80 00 YX:FDFF WP:008125 CG:0080 CY:0081 J:989A 9A13 9AE6 9C7E M:3300 98BF 9C7E 9D01 G:00 00 03
F:032B PC:0095C3 P:34 V:80 00 80 00 YX:FDFF WP:008125 CG:0080 CY:0081 J:88AB 88AB 88AB 8105 M:9D01 3300 9B69 3300 G:00 00 01
F:032C PC:008033 P:F4 V:80 00 80 00 YX:FDFF WP:008125 CG:0080 CY:0081 J:8105 96AA 97FE 9951 M:3300 9B69 3300 3300 G:00 00 00
F:032D PC:008398 P:B4 V:00 80 00 80 YX:FDFF WP:008125 CG:0081 CY:0082 J:1BA3 1BCE 1BCE 1C53 M:3380 3380 194C 1C23 G:00 00 03
